title,author,date,link,sentiment_label,sentiment_score,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,keywords
miss rosie,Lucille Clifton,"Dec 8, 2016",http://poetry.lib.uidaho.edu/index.php/lucille-clifton/miss-rosie/,positive,0.0274,0.0521,0.5452,0.1065,0.0476,0.3252,old potato peels; wet brown bag; little toe; old man; Georgia Rose; smell; garbage; grocery; destruction; shoes; mind
mother tongue: babylon,Lucille Clifton,"May 20, 2017",http://poetry.lib.uidaho.edu/?p=1253,negative,-0.1196,0.0817,0.0431,0.1072,0.0378,0.7767,moonlit waters; blind stars; night; weep; loneliness; exile; ease; arms; children; place; wind; trees; weight; beauty
my dream about being white,Lucille Clifton,"Oct 20, 2016",http://poetry.lib.uidaho.edu/index.php/lucille-clifton/my-dream-about-being-white/,negative,-0.0967,0.0997,0.0429,0.0099,0.2978,0.5902,hey music; white history; flutter; lips; nose; fall; clothes; hair; line; future
what the mirror said,Lucille Clifton,"Mar 30, 2017",http://poetry.lib.uidaho.edu/?p=1257,positive,0.0285,0.0787,0.2247,0.0867,0.2423,0.5322,somebody need; hands; woman; wonder; mister; geography; city; map; noplace; girl
wishes for sons,Lucille Clifton,"Apr 12, 2017",http://poetry.lib.uidaho.edu/?p=1259,negative,-0.4944,0.1180,0.1067,0.1049,0.1923,0.5294,strange town; white skirt; hot flashes; clots; tampon; cramps; arrogance; gynecologists; 7-11; believe.&emsp
Weave,Wyn Cooper,"Dec 21, 2016",http://poetry.lib.uidaho.edu/index.php/wyn-cooper/weave/,negative,-0.2142,0.2021,0.3823,0.1454,0.0025,0.4385,minarets; mosque; slum; alley; Turks; hands; door; muezzin; speakers; prayer; eye; people; directions; language; stories
European,Wyn Cooper,"Feb 23, 2017",http://poetry.lib.uidaho.edu/index.php/wyn-cooper/european/,negative,-0.1252,0.1842,0.1164,0.1471,0.1785,0.5729,Tory; Toro; glare; Sicilian; NATO; feathers; flame; tongue; boots; kind; train; shoes; eyes; pain; names; country; man; room; floor—; countries
The Half King,Wyn Cooper,"Apr 17, 2017",http://poetry.lib.uidaho.edu/?p=1265,negative,-0.1685,0.1184,0.4565,0.1097,0.0212,0.3759,great half; Half King; waits; friend; confusion; Chelsea; people; bar; pieces; advice; place; sea; level
The Laying on of Hands,Jim Daniels,"Oct 14, 2016",http://poetry.lib.uidaho.edu/index.php/jim-daniels/the-laying-on-of-hands/,negative,-0.5183,0.4800,0.4300,0.4099,0.2079,0.5310,blah blah blah; twisted black coal; fuck; cluttered desks; casual classroom; caustic bodies; somebody’s words; low bark; ink bleeds; dirty snow; home; thighs; effigy; Causality; Lust; fingers; statue; Punctuation; charge; flames; heads; ash; syllabus; friends; founder; floor; notes
Hit and Run,Jim Daniels,"Dec 26, 2016",http://poetry.lib.uidaho.edu/index.php/jim-daniels/hit-and-run/,negative,-0.2688,0.1386,0.1223,0.4735,0.4941,0.4838,emsp; birthday cake; imperfect yellow circles; daughter dances; purple leotards; graceful insects—level; asshole pitching; Body parts; nice play; Liquid life; final score; frayed flowers; girl’s friends; severed leg; ritual singing; plaintive sign; Old guy; softball; eyes; police; night; road; age; curb; traffic; park; street; hand; sirens; nights; bus; fence; gore; opponent; rain; studio; Strike; catch; claims; Ball
The Geography of Detroit,Jim Daniels,"Feb 13, 2017",http://poetry.lib.uidaho.edu/index.php/jim-daniels/the-geography-of-detroit/,negative,-0.2080,0.1061,0.1121,0.5775,0.2102,0.5108,jail free card; Mile Road; stubborn faith; optical illusion; abandoned child; good start; church door; largest pothole; small slice; rock salt; free fall; auto industry; preposition
What I Mean When I Say Truck Driver,Geffrey Davis,"Dec 23, 2016",http://poetry.lib.uidaho.edu/index.php/geffrey-davis/what-i-mean-when-i-say-truck-driver/,negative,-0.4992,0.1250,0.1224,0.4842,0.1710,0.5550,stuffed polar bear; father fishes; 15th birthday; clumsy love; Salvation Army; uneasy guardian; father’s mouth; him—we hug; eldest child; desert bloom; crudely-sewn fabric; small word—son—guides; little change; summer dresses; miniature bear; religious beliefs; gray coat; word son; mother; fist-fights; haul; gaze; shoulders; virginity; absence; addict; porch; barrel; miles; Boys; trouble; fear; pocket; wheel; Seasons; approach; cold; decision; money; coffee; city; men; border; women; patient
Farmer's Market Sweet Plums: Apology to the Flower Lady,Geffrey Davis,"Sep 28, 2016",http://poetry.lib.uidaho.edu/index.php/geffrey-davis/farmers-market-sweet-plums-apology-to-the-flower-lady/,negative,-0.2025,0.1681,0.2390,0.1460,0.1887,0.3133,beauty qua beauty; slow gesture; painful carefulness—; anonymous labor; flower; gentleness; mdash; sweetness; certainty; se; fingers; plums; hips; scissors; burden; strangers; hands; belief; issue; fruit; market
The Epistemology of Gentleness,Geffrey Davis,"Nov 9, 2016",http://poetry.lib.uidaho.edu/index.php/geffrey-davis/the-epistemology-of-gentleness/,negative,-0.0609,0.1555,0.1180,0.4263,0.2372,0.6446,sappy love songs; suicidal tendencies; human ways; home-team loss; medicine cabinets; rental store; DVD descriptions; emsp; world; suicide; hand; darling; father; conversations; midway; channels; motions—smile; course; story; people; radio; reviews; wrong—or; —I; movies
Antidote for Night,Marsha de la O,"Sep 16, 2016",http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/antidote-for-night/,negative,-0.0679,0.1166,0.3779,0.4557,0.5030,0.4738,emsp; tawdry shining thing; flayed Labrador; slippery pottage; man croons; shoulder—he recoils; high window; broad sail; Venus more times; fitful sleep; rocky shore; doorstep; wheeze; eyes; chute; bone; insomnia; halfway; hands; head; rebels; stars; Baby; heart; breath; mouth; agent; waves; moon; wall-eye; stalled-gulp; silver; breast; forgets&mdash
Under the Lemon Tree,Marsha de la O,"Mar 13, 2017",http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/under-the-lemon-tree/,negative,-0.1252,0.1286,0.1510,0.4145,0.1826,0.5122,leathery hides; fine mist; green shadow; lemon tree; quiet deeps; soft bursts—; water brims; droplets; meringue; earth; light; balm; custard; pudding; footsteps; salve; dew; globes; rain; drift; neck; breath; essence; brew; citrus; mother; hands; hundreds; falls; hollandaise; plans; fruit; face; unceasingly—lemons; body; heat; way; season
Possum,Marsha de la O,"Feb 20, 2017",http://poetry.lib.uidaho.edu/index.php/marsha-de-la-o/possum/,negative,-0.3918,0.1580,0.2016,0.6028,0.1344,0.5218,long pink tail; indiscriminate desire; wiry hairs; husband bent; bad meal; improbable nest; fragile nose; then—her ruin; boogie board; heavy figure; blue placenta; barren ground—; quick palsy; mortal calculation; long labor; belly wall; honey bees; little matter; building bits; woman; brows; rancor; leftovers; endures; teats; favor; barking; gaze; ruff; possum; hound; stranger; pouch; chin; stick; bowl; teeth; boy; flesh; garage; dog; snowdrops; corner; silver; infants; father; shoulders—discovered—; door; dinner; birds—still
Weather Report,Debra Kang Dean,"Mar 2, 2017",http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/weather-report/,negative,-0.2301,0.1306,0.1548,0.4352,0.1673,0.5375,self-appointed snow inspector; light snow; conspiratorial grin; steady downpour; Vanna White; used-car salesmen; small creatures; usual answer; poker pals; different way; old friend; forecasters; weather; shovel; shit; gnats; flakes; shifts; clouds; fingers; showers; bluff; handle; miles; Boston; news; letters; sun
Hail,Debra Kang Dean,"May 19, 2017",http://poetry.lib.uidaho.edu/?p=1291,negative,-0.1535,0.1308,0.4721,0.1540,0.4428,0.5879,emsp; Standard Oil broadcast; monkey pods; small bells—something; Miss Engard; blue palings; clear pieces; blue rails; feet; hands; fronds; afternoon; commotion; imaginations; spoons; time; tears; assassination; something—; story; glass; witch; teacher; door; Halloween; news; teachers
i. reflected light,Debra Kang Dean,"Feb 6, 2017",http://poetry.lib.uidaho.edu/index.php/debra-kang-dean/i-reflected-light/,negative,-0.0175,0.1275,0.0758,0.6305,0.4375,0.4551,face; green face; Lean face; serene face; Unseen face; sweet face; time flies—and erases; dark woods; praises; shoulder; turtle; incense; embrace; oasis; fate; rise; swift; speed; prayer; heart; desert; light
Dear Tiara,Sean Thomas Dougherty,"May 4, 2017",http://poetry.lib.uidaho.edu/?p=1296,negative,-0.4716,0.0558,0.0791,0.4642,0.3211,0.4759,emsp; deep sorrow places; Night Movie Theater; pawnshop window; hummingbird sipping; bad instincts; throaty humming; air shaft; old baggage; library fine; little fish; Christmas cactus; black reel; old age; misgivings; ex-boyfriend; syllables; mannequin; conjectures
Dear Pistachio,Sean Thomas Dougherty,"Oct 18, 2016",http://poetry.lib.uidaho.edu/index.php/sean-thomas-dougherty/dear-pistachio/,positive,0.0064,0.1148,0.0685,0.0732,0.2279,0.5427,dear impertinent pistachio; Calypso bent calla; dear ragamuffin ragweed—; artichoke—my lima bean; earth-cauled cauliflower; babushka’d cabbage; heliotropical sunflower; vituperative violet; eucalyptus; locust
The Day Biggie Smalls Died,Sean Thomas Dougherty,"Mar 7, 2017",http://poetry.lib.uidaho.edu/index.php/sean-thomas-dougherty/the-day-biggie-smalls-died/,negative,-0.1142,0.1606,0.1860,0.1555,0.1957,0.4911,aka Christopher Wallace; Long Island Sound; mythological badness; accidental beats; Thelonious Monk; torn riddle; one-track wail; DJ’s discs; note cut; dizzyingly adagio; stone prayers; hunger; somebody; pair; breath; Brooklyn; weather; life; disappeared—; texts; diamond; songs; head; flight; delivery; susurrations
Words for Worry,Li-Young Lee,"Sep 30, 2016",http://poetry.lib.uidaho.edu/index.php/li-young-lee/words-for-worry/,negative,-0.1053,0.1279,0.0767,0.4788,0.2796,0.4917,worry; sleepless worry; Tired worry; word; manifests mysteries; Dear Firefly; lunch bag; sole word; child; father; son; loneliness; instance; nails; Orphan; tea; water; middle; night; laundry; note; He-Dreams-for-All-Our-Sakes; His-Dispersal-Wins-the-Birds; words; understanding
Eating Together,Li-Young Lee,"Apr 7, 2017",http://poetry.lib.uidaho.edu/?p=1305,positive,0.2081,0.0604,0.4146,0.0308,0.0186,0.5695,sweetest meat; snow-covered road; green onion; sesame oil; sprigs; steamer; slivers; ginger; fingers; lunch; trout; pines; travelers; sister; rice
Persimmons,Li-Young Lee,"Jan 20, 2017",http://poetry.lib.uidaho.edu/index.php/li-young-lee/persimmons/,positive,0.0066,0.1035,0.4292,0.1595,0.2712,0.5063,Mrs. Walker; grade Mrs. Walker; Ripe ones; ripe weight; persimmons; chiu chiu; bedroom windowsill; muddy lighting; wee man; plain birds; Chinese apple; black cane; wooden stairs; stupid question; father; Hibiscus leaf; persimmon; white flower; yarn; emsp; precision; sun; Wrens; fright; crickets; eat; cellar; newspaper; skin; eyes; meat; mother; cloth; fight; box; hand; dewy; Sniff; shivering; untie; bottoms; Chew; head; corner; stomach; suck; Dew; Ni; sadness; difference
The Gift,Li-Young Lee,"Feb 8, 2017",http://poetry.lib.uidaho.edu/index.php/li-young-lee/the-gift/,negative,-0.2376,0.1233,0.1187,0.1512,0.2062,0.5386,Ore Going Deep; metal splinter; lovely face; iron sliver; low voice; dark water; silver tear; tiny flame; Little Assassin; father; story; palm; hand; boy; tenderness; afternoon; blade; flames; shard; fingers; tale; discipline; wound; thumbnail; hands; measures; wife; head; man; prayer; die; pain
Oasis,Matthew Shenoda,"May 1, 2017",http://poetry.lib.uidaho.edu/?p=1311,positive,0.0352,0.0995,0.3502,0.1068,0.3048,0.1442,finely finished chair; cowry adornment; cacophonous tapestries; scorching sun; simple humanity; road sign; lover; nape; lament; windstorm; life; wanderer; sweat; moments; ivory; remembrance; divisions; person; cloud; signal; country; home; artist; sea; river; temple; stone
Voices from the Rubble,Matthew Shenoda,"Mar 10, 2017",http://poetry.lib.uidaho.edu/index.php/matthew-shenoda/voices-from-the-rubble/,positive,0.1373,0.1803,0.4022,0.2193,0.1911,0.0917,twisted roots; earth; veins; taste; seas; wheat; hearts; travels; soil; vision; street
For Lower Nubia,Matthew Shenoda,"May 16, 2017",http://poetry.lib.uidaho.edu/?p=1315,positive,0.1987,0.0911,0.1758,0.0421,0.3094,0.4102,dead president; beautiful lake; time; glimmer; Horus; ripples; Nubia; tombs; dam; elders; spot; relics; Villages; pace; temples; masks; shore; culture; people; grace; color
Ephesians,Ryan Teitman,"Sep 20, 2016",http://poetry.lib.uidaho.edu/index.php/ryan-teitman/ephesians/,negative,-0.3104,0.0699,0.5105,0.5818,0.2513,0.4286,kitten dangling; barn rafters; swollen tongue; Aesop’s Fables; welted limbs; ice-cream-coated hands; father read; Lord God; doctor reach; jar; night; hayloft; apiary; underfoot; hatchet; beak; bandages; hives; pliers; bedside; nectar; summers; swarm; sleeper; kernels; owl; fever; mouth; wheat; bee; honey; field; corn; rise; eyes; bodies; creation; house; morning; spit—up; windowpane
Cathedrals,Ryan Teitman,"Oct 12, 2016",http://poetry.lib.uidaho.edu/index.php/ryan-teitman/cathedrals/,negative,-0.0688,0.4697,0.1883,0.1923,0.2642,0.4466,cathedral; burnt-out flatbed; knotty loaves; unfinished dome; shaky cathedral—; baker’s pantry; battered eye-socket; leg bones; bare-knuckle boxer; old man; draft horses; cordwood; mouths; whisper; cupola; tulips; nave; piles; fingers; palms; altars; joists; vaults; rye; fit; beds; reach; hands; kind; morning; architecture; shoveling; bodies; words; church; weight; skin; prayer
The City That Swallowed the Sea,Ryan Teitman,"Feb 3, 2017",http://poetry.lib.uidaho.edu/index.php/ryan-teitman/the-city-that-swallowed-the-sea/,negative,-0.0856,0.2038,0.0500,0.4241,0.1226,0.1972,emsp; churches unbreak bread; send old men; sea; city; tiny bronze bell; patron; creamy silt; streets sing; night cracks; stubbled chins; street corner; unfurled sails; rain skins; sweaty night; broken-blood ribs; tight knit; evening editions; nicked edges; tiny lungs; lead poisoning; tin whistles; brindle calf; dry hush; knees; pandemics; shoreline; ironworkers; saints; face; handbells; heel; licks; intercession; hiccups; tambourines; confessions; bookkeepers; shims; fingers; veins; bottle; newsmen; throat; saint; teacher; priest; punch; nerves; avenues
Curse,Meg Kearney,"Nov 14, 2016",http://poetry.lib.uidaho.edu/index.php/meg-kearney/curse/,negative,-0.3074,0.1074,0.1214,0.5026,0.2398,0.4901,raven; raven lands; sweating rivers; crow; opposite shores; black hair; body’s water; blackness; crows; forehead; intent; breasts; lungs; difference; tongues; prophecy; tongue; shadow; spell; breathing; murder; break; mouth; wings; memory; bed; hand
Bonsai,Meg Kearney,"Mar 16, 2017",http://poetry.lib.uidaho.edu/?p=1329,negative,-0.1927,0.1259,0.4969,0.4406,0.2563,0.4922,instruction book; human breath; tree home; Touch. Talk; indelible dirt; tiny laundry; lush color; body contains; freckles; leaves; baby; mother; phone; child; calms; junipers; eyelashes; aphids; cheeks; trunk; bonsai; tufts; tub; gift; house; sink; juniper; thumb; life; moss; hands; carry; vitamins; cotton; base; light; woman; water; bedroom; nursery; sister; rescue; eyes; sun; skin; heat; spring; forefinger; storm; voice
Longing,Meg Kearney,"Jan 18, 2017",http://poetry.lib.uidaho.edu/index.php/meg-kearney/longing/,negative,-0.2725,0.1012,0.5433,0.5558,0.2287,0.4618,small White Mountain; cigarette butts; St. Vincent; woman; Longing; terror; bottle; shoulders; sunglasses; teenager; mirror; Twelfth; parking; eyes; seat; mouth; Cabernet; Fat; Tuesday; shadow; postcards; street; wine; corner; ground
Smoke Tree,Richard Foerster,"Nov 30, 2016",http://poetry.lib.uidaho.edu/index.php/richard-foerster/smoke-trees/,negative,-0.2238,0.2450,0.2157,0.0961,0.0252,0.5024,emsp; Cotinus coggygria; tiny arson; smoke tree; distant ground; heat-choked air—; world; lather; capillaries; stratosphere; sad; ash; powder; cloud; rain; home; smolder; spinules
Minotaur,Richard Foerster,"Oct 26, 2016",http://poetry.lib.uidaho.edu/index.php/richard-foerster/minotaur/,negative,-0.1999,0.0252,0.3408,0.4604,0.0037,0.2750,white chitons; unenunciated prayer; yesterdays; maze; eyes; silence; fingers; door; sweat; uniform; throat; thread; hearts; semen; string; men; way; gurgle
Stone,Richard Foerster,"Mar 9, 2017",http://poetry.lib.uidaho.edu/index.php/richard-foerster/stone/,negative,-0.2895,0.3337,0.0720,0.1279,0.0144,0.5601,New England light; hyphen spans—; vast oblivions; chartless lands; vital bridge; mud season; green earth; shovel; stepping; farmer; marks; granite; mason; letters; after—; dates; winter
Eddie's Parrot,Michael Waters,"Apr 27, 2017",http://poetry.lib.uidaho.edu/?p=1340,negative,-0.3334,0.1202,0.4819,0.1823,0.1996,0.4846,Eddie; quick parrot; rote rhetoric; spotlit plank; feathery philosopher; Aunt Anna; prankster uncle; straight man; stunned parrot; sad confetti; split seeds; chatterbox; knuckle; —the; swell; shreds; lock; dusk; evening; Catskill; Hegel; carrot; moment; key; work; Honey; grief; silence; door—; hell; time; store; circle; quit—; bars
"Green Ash, Red Maple, Black Gum",Michael Waters,"May 5, 2017",http://poetry.lib.uidaho.edu/?p=1343,negative,-0.2799,0.1499,0.1279,0.2016,0.0450,0.5348,black gum; green ash; red maple; Audubon bearing loneliness; wintry souls; stagnant pools; ancient ash; deeper silence; trees; morass; wharves; rucksack; burl; sorrow; trunks; accusations; patience; truths; plaques; names; marriage; notebook; not-talking; shade; shadows; preserve; roof; not-sleeping; gravity; less-than-tenderness; not-lovemaking; darkness; scission
The Inarticulate,Michael Waters,"Oct 21, 2016",http://poetry.lib.uidaho.edu/index.php/michael-waters/the-inarticulate/,positive,0.1519,0.3731,0.3830,0.0173,0.0429,0.2989,wax beans; frozen meats; continental drift; raucous rills; condensed milk; check-out lady; egg carton; Napoleonic hat; soothing skin; ribboned beef; snow pea; face; chops; boy; groceries; aisles; extremes; eggplant; melon; hemisphere; shopper; Saturday; moment; cans; announcement; purple; Jimmy; matter; water; weather; maps; hand
History,Richard Garcia,"Oct 7, 2016",http://poetry.lib.uidaho.edu/index.php/richard-garcia/history/,negative,-0.2486,0.5354,0.1831,0.4880,0.0920,0.4659,wobbly ceiling fan; childless grandfather; Shah; poetry workshop; Arabian Desert; American South; silk dress; Lila; happenstance; nephews; knees; remembers; danger; tailor; Iran; airplane; wife; hands; instructor; Night; weather; History; room; children; way
The Case of the Disappearing Blondes,Richard Garcia,"Sep 22, 2016",http://poetry.lib.uidaho.edu/index.php/richard-garcia/the-case-of-the-disappearing-blondes/,negative,-0.2654,0.1701,0.4849,0.4486,0.2396,0.5372,blondes; little glass eyes; fake blondes; Icelandic blondes; red-headed wife; blonde women; fox stole; deep blue; undisclosed location; cobalt nails; big trouble; Icelandic police; golf clubs; emergency session; Amazon jungle; developer fluid; shoulder; desk; lawn; roots; office
Upraised Arms,Richard Garcia,"Mar 23, 2017",http://poetry.lib.uidaho.edu/?p=1353,negative,-0.2431,0.0938,0.1653,0.4989,0.2689,0.2660,arms; twin towers; dusty rust; corrosive mold; loving couples; man; stranger; fog; emsp; people; snipers; stomach; Baghdad; Babylon; strangers; sand; feet; bees; sky; dream; flowers; light; portraits; dark; paint
April Inventory,W.D. Snodgrass,"Dec 27, 2016",http://poetry.lib.uidaho.edu/index.php/w-d-snodgrass/april-inventory/,positive,0.1310,0.0930,0.0989,0.1335,0.5234,0.5369,green catalpa tree; cherry blooms; starchy collars; expensive girls; little list; loosen love; pear tree; lovely girl; solid scholars; lovely world; classes Whitehead; luna moth; costly seasons; old man; value underneath; body’s hunger; trees; teeth; hair; book; gentleness; loveliness; dandruff; sleek; blossoms; pinker; blonder; petals; tabletop; thing; ulcers; spectacles; Mahler; dollars; notions; analyst; time; lie; things; reach; parents; date; wives; plot; sleeves; woman; source-book; child; colors; jobs
Invitation,W.D. Snodgrass,"May 10, 2017",http://poetry.lib.uidaho.edu/?p=1357,negative,-0.2106,0.1538,0.1058,0.1536,0.4392,0.6989,Freud und Lust; alive look female; Come end; Cancel repayments; dear friend; black book; best beast; old aftermaths
Lifelong,W.D. Snodgrass,"Nov 17, 2016",http://poetry.lib.uidaho.edu/index.php/w-d-snodgrass/lifelong/,positive,0.2194,0.0147,0.0048,0.0398,0.6576,0.2572,emsp; sanctimonious parchments; night’s tunnel; Proud pursuits; daybook’s edges; bright trophies; catch tunes; calm passion; Charles; laugh; leave; lift; leaf; Candelaria; Lucina; trampling; tidemark; growths; pavements; Dec.; marriage; gait; Feb.; echo; hand; nerves; strand; child; ribs; peaks; lies; mind; occult; breath; blood; ways; cage
The Cat,Russell Edson,"Dec 29, 2016",http://poetry.lib.uidaho.edu/index.php/russell-edson/the-cat/,negative,-0.2788,0.1266,0.4747,0.1319,0.4071,0.5093,old man; emsp; cat; silk undies; sex kitten; women’s underwear; lingerie; papa; lady; moment; —Yes; table; hell; case
New Prose About an Old Poem,Russell Edson,"Dec 30, 2016",http://poetry.lib.uidaho.edu/index.php/russell-edson/new-prose-about-an-old-poem/,negative,-0.0311,0.1175,0.0820,0.4076,0.4626,0.3263,emsp; old poem; wind; poet; reverse; desk; home; rest; mail; course
The Wonders of Nature,Russell Edson,"Sep 26, 2016",http://poetry.lib.uidaho.edu/index.php/russell-edson/the-wonders-of-nature/,positive,0.1992,0.0979,0.2587,0.0932,0.4419,0.2905,carefully nourished heft; circus manager; watercress salad; women’s clothes; special bargain; emotional knot; fat lady; quick sale; modern sculpture; fly—By appointment; bearded lady; three-legged man; ounces; contortionist; goatee; lack; Siamese; chin; couple; dress; Ladies; money
I Abandoned My Plans. I Had No Plans.,Michael Teig,"Feb 27, 2017",http://poetry.lib.uidaho.edu/index.php/michael-teig/i-abandoned-my-plans-i-had-no-plans/,negative,-0.3387,0.1615,0.5571,0.4012,0.2299,0.4866,Drowsy projectionist; retractable roof; little clerk; single crow; overdue snow; new world; narrow skin; men; insides; sun; centipede; sock; tilt; capitals; trouble; skyline; stick; wires; airplane; lift; teeth; morning; mice; saints; stadium; leaves; man; evidence; ships; lions; woman; help; space; Europe
Have I Forgotten Anything,Michael Teig,"May 9, 2017",http://poetry.lib.uidaho.edu/?p=1373,positive,0.3653,0.0971,0.1006,0.0945,0.6330,0.4714,tiny green zipper; dog barks; old people; slogan; addendum; prolific; mixer; hummingbird; sequel; vans; morning; butterfly; parade; horizon; spaces; cat; sun; world
Night Jar,Michael Teig,"Dec 15, 2016",http://poetry.lib.uidaho.edu/index.php/michael-teig/night-jar/,negative,-0.2969,0.1023,0.1805,0.1511,0.4415,0.5266,light rain; excessive offer; phone rings; abandoned season; long time; sill; dumpster; sink; apartment; pigeons; baroque; highway; moth; panic; rat; manner; feet; pocket; veterans; motor; flowers; America; world; wall; dog; moon
Parable of House and Broom,Katy Lederer,"May 3, 2017",http://poetry.lib.uidaho.edu/?p=1379,positive,0.1493,0.1211,0.0866,0.4536,0.4980,0.4660,tidy joy; sky breaks; tall trees; house care; minaret; brooms; gap; Removes; wake
Morning Song,Katy Lederer,"Feb 24, 2017",http://poetry.lib.uidaho.edu/index.php/katy-lederer/morning-song/,negative,-0.0423,0.1127,0.2145,0.1956,0.2953,0.2683,wind swirls; brain; water; bench; birdsong; longing; billows; knives; morning; bodies; setting; love; Hearts.; body
The Genius of Time,Katy Lederer,"Oct 25, 2016",http://poetry.lib.uidaho.edu/index.php/katy-lederer/the-genius-of-time/,negative,-0.2081,0.1380,0.1760,0.4497,0.5450,0.2147,time; small fingers; loud wind; small pleasure; granules; nothingness; confines; sandbox; wish; palms; genius; way; spirit; castle; scene; boy; body; box
Consolations,Louis Simpson,"Feb 1, 2017",http://poetry.lib.uidaho.edu/index.php/louis-simpson/consolations/,positive,0.3842,0.0850,0.4454,0.1472,0.4930,0.4297,mulligan stew; favorite dish; long walks; toilet paper; cockatoo; waist; Auden; Whitman; Dickinson; snapshot; Yeats; Eliot; Pound; croquet; Frost; Semiramis; trencherman; lessons; visitor; woman
A Spot on the Kitchen Floor,Louis Simpson,"Apr 13, 2017",http://poetry.lib.uidaho.edu/?p=1388,negative,-0.2925,0.1245,0.1368,0.1910,0.4495,0.2674,kitchen floor; bug; card; spot; legs; toy; door; circle
Wheels,Louis Simpson,"Jan 4, 2017",http://poetry.lib.uidaho.edu/index.php/louis-simpson/wheels/,negative,-0.1582,0.3951,0.1339,0.2543,0.2718,0.4301,poor bloody horses; Egyptians; big wave; wheels; chariots; minds; Jews; spears; Moses; beginning; riding; freedom; people; world; end
The throat-flute uttering,Karen Volkman,"Mar 14, 2017",http://poetry.lib.uidaho.edu/?p=1392,negative,-0.0294,0.0882,0.2122,0.1126,0.4797,0.1802,constant note; nuanced cadences; mute contingencies; breathing frame; Audible degree; viewless voice; stopless increment; sate; fullness; wake; claim; sounding; nighttime; ear; nights; present; air; songs
I asked every flower,Karen Volkman,"Oct 19, 2016",http://poetry.lib.uidaho.edu/index.php/karen-volkman/i-asked-every-flower/,negative,-0.4797,0.1058,0.1463,0.1452,0.2475,0.6025,palest friend; Fertility’s fraud; oubliette; mend; bier; nuance; breach; blink; flower; grain; arrête; dark; pauvrette; business; air; soil; eye; world
semi semi dash,Jillian Weise,"Sep 23, 2016",http://poetry.lib.uidaho.edu/index.php/jillian-weise/semi-semi-dash/,negative,-0.1130,0.1278,0.1522,0.1734,0.2444,0.5643,Big Logos; Quantum Physics Store; frayed cuffs; 900-megahertz superconductor; magnets; house; jumpsuit; way; intentions; lips; blocks; crane; time; kinds; age; purpose; metal
café loop,Jillian Weise,"Mar 15, 2017",http://poetry.lib.uidaho.edu/?p=1398,negative,-0.1544,0.1128,0.1481,0.1354,0.2605,0.5322,kind; long dresses; Tiny thing; political poetry; New Criticism; amputee; Atlantic; friend; AWP; commodification; FSU; disgusting; slice; offensive; lemon; poem; water; right; state; disability; dishonest.; group; light; mind; subaltern; identity.; wine; book; speaker; article; work; class
why i no longer skype,Jillian Weise,"Dec 28, 2016",http://poetry.lib.uidaho.edu/index.php/jillian-weise/why-i-no-longer-skype/,positive,0.0639,0.1203,0.4079,0.1434,0.2564,0.5410,Terre Haute; Big Logos; Bruce Springsteen; rad band; Martial Mountains; eyeballs; Lucero; Ulysses; screen; face; friend; voice; Skype; ashtray; b/c; Malbec; Hulu; hug; haters; blame; English; town; book; pesos; ringing; IM; thing; Mac; table; pixels; Estonia; keys; Firefox; folders; gods; clock; power; machines; bed; miles; head; makers; software; eyes; fees; body; life; listening
The Saint-Girl's Sweetest Tortures,Kathryn Nuernberger,"Nov 4, 2016",http://poetry.lib.uidaho.edu/index.php/kathryn-nuernberger/the-saint-girls-sweetest-tortures/,negative,-0.4951,0.4264,0.4548,0.1425,0.1140,0.5443,devils feign timidity; nervy little tails; drink un-caffeinated tea; acetic middle age; handsome devils; perpetual girlhood; pearlescent horns; self-imposed naïveté; purr apologies; thorn-tipped tails; devil-whipped silence; kitchen counter; wave glowsticks; small flame; suckling stings; red lips; whisper your perversities; cereal bowls; crocodile tears; piano keys; devil apples; tea cup; human spirit.; little pleasure; peach; pitchforks; capitulation; mittens; larynx; cocks; weakness; mistake; shame; mosquitoes; stomach; manners; sulfur; mailbox; sockets; legs; moment; saint-girl; heat; satisfaction; violence; demons; novel; Adult
"I Concede the Point, I Concede the Point, I Concede the Point",Kathryn Nuernberger,"Oct 10, 2016",http://poetry.lib.uidaho.edu/index.php/kathryn-nuernberger/i-concede-the-point-i-concede-the-point-i-concede-the-point/,negative,-0.0368,0.1794,0.4981,0.1672,0.1785,0.5790,man; old-lady scolding glare; n’t hate men; teeth; flesh monster; eye teeth; demure nodding; fleshy hairball; personal experiences; boy’s locker; woman; time; game; street; scrotum; man-eater; vagina; mouths; misbehavior; frat; appellation; Thanks; crotch; fuck; mouth; sidewalk; badgers; mouthful; porch; man-hater; thing; match; beach; shame; aggression; joke; tongue; rape; idea; rope; people; course; bodies; Smile; bar; hand; opportunity; mind; fact; matter
