title,author,date,link,sentiment_label,sentiment_score,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,keywords
Race Relations,Carolyn Kizer,"Mar 31, 2017",http://poetry.lib.uidaho.edu/?p=1587,negative,-0.0962569,0.121212,0.003034,0.093477,0.285,0.500077,white oasis; emsp; stone; distant martyrs; love-hate duet; tentative voice; sun; breakers; Sharpeville; tyranny; Selma; guilt; D.B; Martyred; guns; stones; smoke; street; blood; causes; prison; drum; safety; storm; life; world; brothers
Dream of a Large Lady,Carolyn Kizer,"Jan 16, 2017",http://poetry.lib.uidaho.edu/index.php/carolyn-kizer/dream-of-a-large-lady/,positive,0.163551,0.06599,0.080505,0.136258,0.591,0.474279,emsp; large lady; crisp white envelope; fresh peach pie; gun; carefully brewed tea; orange lady; strange orange lady; baize haze; blue view; gun emplacement; blurry face; picnic lunch; shaky ladder; high-heeled pumps; hard-boiled egg; shuttered house; grey rotunda; sullen gun; orange hair; nice note; orange dress; eaten egg; ceremonious shell; grey gun; poesy; bay; rungs; stone; litter; symbolism; foot; admirer; bun; beach; brown; stares; verge; sigh; sand; eye; vision; twlilght; water; sun; sky; letter
"In the First Stanza,",Carolyn Kizer,"Jan 2, 2017",http://poetry.lib.uidaho.edu/index.php/carolyn-kizer/in-the-first-stanza/,negative,-0.0278712,0.131462,0.098314,0.484961,0.214,0.56463,stanza; final stanza; unknown glade; furious scratches; transparent water; turbulent ocean; graceful calligraphy; perpetual twilight; forest glade; agonized clutch; quiet laughter; profile cast; hand; autumn; poet; leaf; surface; pool; cycle; throes; pebbles; sink; circles; teeth; drift; leaves; sails; thunder; head; horizon; hands; trees; pen; drama; prose; body
"Vandals, Horses",Alan Michael Parker,"Mar 24, 2017",http://poetry.lib.uidaho.edu/?p=1596,negative,-0.129653,0.037374,0.059989,0.550488,0.155,0.547817,vandals; poem; birthing mare; word bites; horses nicker; barn; deaths; wolves; lip; ruins; belly; foal; wrap; arms; darkness; blankets; blood; meaning; life; night
Oh What a Red Sweater,Alan Michael Parker,"Jan 26, 2017",http://poetry.lib.uidaho.edu/index.php/alan-michael-parker/oh-what-a-red-sweater/,negative,-0.0241033,0.14473,0.137417,0.124937,0.448,0.477212,red sweater; thrift store; calf-length red sweater; thrift store sign; pork pie hat; bumpy bus ride; little girl; thrift shoppers; Mama; plush sofa; body hugging; dressing room; hand dangling&mdash; blurred swath; muddy ditch; summer rain; coastal highway; middle school; shopping bag; word; fish-net; fezzes; doodads; gaggle; stomps; puddle; angle; hips; night&mdash; changes; beams; figurines; panic; mirror; TV; racks; life; umbrella
The Cat,Alan Michael Parker,"Apr 19, 2017",http://poetry.lib.uidaho.edu/?p=1600,negative,-0.311208,0.100126,0.098725,0.744462,0.493,0.506846,feral kitten; catnip mouse; contagious cat; cat Simone; larger room; moral act; plastic kennel; heart; street; life; ringworm; middle; burnishing; aria; Beauvoir; sentence; darkness; prison; kitchen; fear; words; home; cats; yowl; heaven; scrawny; kennel&mdash; love; poem; hand
What Afterlife,Keetje Kuipers,"Mar 1, 2017",http://poetry.lib.uidaho.edu/index.php/keetje-kuipers/what-afterlife/,positive,0.0437964,0.087652,0.080042,0.430798,0.313,0.512972,emsp; beautifully composed semaphore; gray scarf; darkening runway; screw-on lid; orange sticks; signal lights; infirm constellation; glass jar; untreadable dark; ever-thinning air; infinite planets; golden shadow&mdash; black holes; fishing boats; bicyclist; fireflies; Twilight; lover; body; sailboat; eyes; shape; containment; set; bodies; end; summer; curve; shoe; ceiling; world; evening; soul; lamps; side&mdash
Finally,Keetje Kuipers,"Nov 21, 2016",http://poetry.lib.uidaho.edu/index.php/keetje-kuipers/finally/,negative,-0.146515,0.151064,0.1254,0.214851,0.499,0.296738,finest semolina flour; high grass; wide skulls; rain-worn scalps; hip sockets; hard-earned pleasure; time; body; shiver; thighs; Bury; blanket; backs; headstones; cartilage; finer; sight; degrees; row; summer; bodies; dust; heat; skin; cemetery.; bell; line
"Dear John Letter, Never Sent",Keetje Kuipers,"Mar 27, 2017",http://poetry.lib.uidaho.edu/?p=1607,negative,-0.234717,0.177348,0.17846,0.068698,0.005,0.71608,fence post ribs; narrow little books; snow flurries; loose spines; dog-eared sadnesses; bitter steam&mdash; winter pasture; dead cow; worm-worn pages; crutch; beauty; farewell; despair; breath; hood; ferns; landmarks; belly; car; cedar; weather; town; way; body
At the Museum of Modern Art,Keetje Kuipers,"May 8, 2017",http://poetry.lib.uidaho.edu/?p=1609,negative,-0.0682148,0.150209,0.132308,0.10145,0.225,0.638653,pastel glow; yellow blanket; homeless couple; modern condition; Chinese bakery; park bench; Diebenkorn; isolation; doorway; intimacy; kind; breast; figure; night; heart; pictures; frames; way; photograph
Birthday Poem,Keetje Kuipers,"May 13, 2017",http://poetry.lib.uidaho.edu/?p=1611,negative,-0.307987,0.09402,0.067124,0.148346,0.552,0.503098,earliest memory; small secrets; little boys; n’t need; clover; neighbors; afternoon; legs; plane; flowers; home; parts; heart; band; words; songs; time; farm
Messenger,Naomi Shihab Nye,"May 18, 2017",http://poetry.lib.uidaho.edu/?p=1622,negative,-0.274556,0.194276,0.189477,0.443177,0.178,0.272553,strong silver letters; long wind brushes; distasteful graffiti; bus benches; glue sniffers; taco stands; miracle startle; paint cans; hardware stores; emsp; stop signs; line; painter; Latinas; backs; Arabs; corners; advertisements; STOPs; painting; priests; Jews; couple; dark; sprays&mdash; HIV; earth; life; person; action; window; way; message
Hidden,Naomi Shihab Nye,"May 21, 2017",http://poetry.lib.uidaho.edu/?p=1624,negative,-0.185344,0.08129,0.241108,0.352606,0.005,0.436403,little sucked-in breath; stone; sigh; fern; tongue; blood; fuel; words; air
Ducks,Naomi Shihab Nye,"Dec 13, 2016",http://poetry.lib.uidaho.edu/index.php/naomi-shihab-nye/ducks/,negative,-0.218296,0.080061,0.136117,0.432169,0.244,0.530101,emsp; ducks; Iraqi friend; open windows; American libraries; distant countries; difficult relations; Lucky books; country house; voices; Basra; triangles; soup; reeds; home; mirror; people; culture; way; hands; bed; voice; nest; pond; owner&mdash; female
Jerusalem,Naomi Shihab Nye,"Apr 3, 2017",http://poetry.lib.uidaho.edu/?p=1629,negative,-0.00379976,0.16469,0.140183,0.508064,0.285,0.449675,emsp; tender spot; -Tommy Olofsson; little pills; big guns; pears; riddle; father; wings; boy; stone; head; bird; place; lam; enemy; olives; bucket; fingers; people; fight; Sweden; Hair; roofs; hate; home; lives; friend; Let; man; house; monuments; wars; mother; brain; child; woman; tree; Soldiers
Shoulders,Naomi Shihab Nye,"Jan 25, 2017",http://poetry.lib.uidaho.edu/index.php/naomi-shihab-nye/shoulders/,negative,-0.210384,0.138642,0.099884,0.410764,0.196,0.498967,car drive; rain; man; world; shoulder; hum; jacket; breathing; ear; shadow; times; cargo; street; son; CARE; road; boy
Where Are You Now?,Naomi Shihab Nye,"Feb 17, 2017",http://poetry.lib.uidaho.edu/index.php/naomi-shihab-nye/where-are-you-now/,negative,-0.236965,0.112564,0.200333,0.283591,0.001,0.600734,rare speck; small bed; bad nurse; lost girl; long illness; voice; story; donkey; folktale; pillow; camel; frustration; wanderer; Dad; olives; hear; mouse; bucket; twig; tale; head; hands; smoke; journey; kitchen; trees; point; night; clinic
Dusk,Naomi Shihab Nye,"Jan 11, 2017",http://poetry.lib.uidaho.edu/index.php/naomi-shihab-nye/dusk/,negative,-0.503925,0.26441,0.053204,0.235162,0.005,0.546769,pine trees; calendar page; struggles; friend; path; father; houses; bed; stories; years&emsp
"When One Is So Far from Home, Life Is a Mix of Fact and Fiction",Naomi Shihab Nye,"Nov 28, 2016",http://poetry.lib.uidaho.edu/index.php/naomi-shihab-nye/when-one-is-so-far-from-home-life-is-a-mix-of-fact-and-fiction/,positive,0.135449,0.114855,0.142353,0.186154,0.236,0.578948,woolen Bedouin cloak; best talent; better picture; different clothes; skinny story; memory oxygen; mother; stories; edges; lie; tail; survival; means; wings; duty; headdress; things; boat
Intro to Poetry,Laura Read,"Nov 1, 2016",http://poetry.lib.uidaho.edu/index.php/laura-read/intro-to-poetry/,negative,-0.245634,0.119305,0.088429,0.283725,0.039,0.641595,hens; Galway Kinnell; Professor Nordhaus; Hen Flower; poem; sawdust beds; Salvation Army; Grace’s house; dark-haired girl; shoes; feathers; section
July,Laura Read,"Nov 3, 2016",http://poetry.lib.uidaho.edu/index.php/laura-read/july/,negative,-0.275385,0.114568,0.158569,0.163646,0.154,0.538005,little suede triangles; air conditioner; young arms; pink coat; college keeps; pause fall; cool air; fake fur; Red Deer; n’t finish; coke night; closet; eggs; friend; skin; house; sunlight; summers; bees; hanger; crying; mirror; bathroom; breakfast; paint; radio; river; ones; rum; steps; shaft; car; time; box; table
Vaccination,Laura Read,"Oct 31, 2016",http://poetry.lib.uidaho.edu/index.php/laura-read/vaccination/,negative,-0.203774,0.136627,0.513945,0.148381,0.201,0.471687,upside-down clown cones; razor blades; iron lungs; Challenger blow; Halloween candy; Martha Washington; black girl; dead skin; eyeliner; scar; sunscreen; smallpox; polio; splitting; wheelchairs; furnace; gypsy; arm; cigarette; mouth; boots; shock; burn; tip; radios; squares; needle; clothes; coal; birth; birthday; fruit; end; kind; station; war; father; salt; news
